Nb,Sector,Type,magnet,Loop,nc,L,QS,Kvmax,R,u0,QEH,T2,CV1,CV2,P1,P4,T3,T1,Qbs,MassFlow,TC84x,TC94x
143,34,ARC,Q25,QRLAA_25R3_X43,4,53,7,0.39,38,8,LBALB_26R3_EH843,LBALB_26R3_TT843,QRLAA_25R3_CV943,0,QRLAA_25R3_PT961,QRLAA_25R3_PT991,QRLAA_25R3_TT943,QRLAA_25R3_TT961,QRLAA_25R3_QBS943,QRLAA_25R3_FT943,LBALB_26R3_TC843,QRLAA_25R3_TC943
144,34,ARC,Q26,QRLAB_27R3_X47,4,53,7,0.39,35,9,LQOBA_26R3_EH847,LQOBA_26R3_TT847,QRLAB_27R3_CV947,0,QRLAA_25R3_PT961,QRLAA_25R3_PT991,QRLAB_27R3_TT947,QRLAA_25R3_TT961,QRLAB_27R3_QBS947,QRLAB_27R3_FT947,LQOBA_26R3_TC847,QRLAB_27R3_TC947
145,34,ARC,Q27,QRLAB_27R3_X43,4,53,7,0.39,42,9,LBALB_28R3_EH843,LBALB_28R3_TT843,QRLAB_27R3_CV943,0,QRLAA_29R3_PT961,QRLAA_29R3_PT991,QRLAB_27R3_TT943,QRLAA_29R3_TT961,QRLAB_27R3_QBS943,QRLAB_27R3_FT943,LBALB_28R3_TC843,QRLAB_27R3_TC943
146,34,ARC,Q28,QRLAA_29R3_X47,4,53,7,0.39,35,8,LQOBA_28R3_EH847,LQOBA_28R3_TT847,QRLAA_29R3_CV947,0,QRLAA_29R3_PT961,QRLAA_29R3_PT991,QRLAA_29R3_TT947,QRLAA_29R3_TT961,QRLAA_29R3_QBS947,QRLAA_29R3_FT947,LQATS_28R3_TC847,QRLAA_29R3_TC947
147,34,ARC,Q29,QRLAA_29R3_X43,4,53,7,0.39,32,7,LBALB_30R3_EH843,LBALB_30R3_TT843,QRLAA_29R3_CV943,0,QRLAA_29R3_PT961,QRLAA_29R3_PT991,QRLAA_29R3_TT943,QRLAA_29R3_TT961,QRLAA_29R3_QBS943,QRLAA_29R3_FT943,LBALB_30R3_TC843,QRLAA_29R3_TC943
148,34,ARC,Q30,QRLAC_31R3_X47,4,53,7,0.39,29,9,LQOBK_30R3_EH847,LQOBK_30R3_TT847,QRLAC_31R3_CV947,0,QRLAA_29R3_PT961,QRLAA_29R3_PT991,QRLAC_31R3_TT947,QRLAA_29R3_TT961,QRLAC_31R3_QBS947,QRLAC_31R3_FT947,LQOBK_30R3_TC847,QRLAC_31R3_TC947
149,34,ARC,Q31,QRLAC_31R3_X43,4,53,7,0.39,36,9,LBALB_32R3_EH843,LBALB_32R3_TT843,QRLAC_31R3_CV943,0,QRLAA_33L4_PT961,QRLAA_33L4_PT991,QRLAC_31R3_TT943,QRLAA_33L4_TT961,QRLAC_31R3_QBS943,QRLAC_31R3_FT943,LBALB_32R3_TC843,QRLAC_31R3_TC943
150,34,ARC,Q32,QRLAD_33R3_X47,4,53,7,0.39,35,9,LQOBA_32R3_EH847,LQOBA_32R3_TT847,QRLAD_33R3_CV947,0,QRLAA_33L4_PT961,QRLAA_33L4_PT991,QRLAD_33R3_TT947,QRLAA_33L4_TT961,QRLAD_33R3_QBS947,QRLAD_33R3_FT947,LQASH_32R3_TC847,QRLAD_33R3_TC947
151,34,ARC,Q33,QRLAD_33R3_X43,4,53,7,0.39,47,9,LBALB_34R3_EH843,LBALB_34R3_TT843,QRLAD_33R3_CV943,0,QRLAA_33L4_PT961,QRLAA_33L4_PT991,QRLAD_33R3_TT943,QRLAA_33L4_TT961,QRLAD_33R3_QBS943,QRLAD_33R3_FT943,LBALB_34R3_TC843,QRLAD_33R3_TC943
152,34,ARC,Q34,QRLAA_33L4_X47,4,53,7,0.39,30,8,LQOBK_34R3_EH847,LQOBK_34R3_TT847,QRLAA_33L4_CV947,0,QRLAA_33L4_PT961,QRLAA_33L4_PT991,QRLAA_33L4_TT947,QRLAA_33L4_TT961,QRLAA_33L4_QBS947,QRLAA_33L4_FT947,LQOBK_34R3_TC847,QRLAA_33L4_TC947
153,34,ARC,Q33,QRLAA_33L4_X43,4,53,7,0.39,32,8,LBALB_33L4_EH843,LBALB_33L4_TT843,QRLAA_33L4_CV943,0,QRLAA_33L4_PT961,QRLAA_33L4_PT991,QRLAA_33L4_TT943,QRLAA_33L4_TT961,QRLAA_33L4_QBS943,QRLAA_33L4_FT943,LBALB_33L4_TC843,QRLAA_33L4_TC943
154,34,ARC,Q32,QRLAB_31L4_X47,4,53,7,0.39,36,9,LQOBK_32L4_EH847,LQOBK_32L4_TT847,QRLAB_31L4_CV947,0,QRLAA_33L4_PT961,QRLAA_33L4_PT991,QRLAB_31L4_TT947,QRLAA_33L4_TT961,QRLAB_31L4_QBS947,QRLAB_31L4_FT947,LQOBK_32L4_TC847,QRLAB_31L4_TC947
155,34,ARC,Q31,QRLAB_31L4_X43,4,53,7,0.39,35,9,LBALB_31L4_EH843,LBALB_31L4_TT843,QRLAB_31L4_CV943,0,QRLAA_29L4_PT961,QRLAA_29L4_PT991,QRLAB_31L4_TT943,QRLAA_29L4_TT961,QRLAB_31L4_QBS943,QRLAB_31L4_FT943,LBALB_31L4_TC843,QRLAB_31L4_TC943
156,34,ARC,Q30,QRLAA_29L4_X47,4,53,7,0.39,38,9,LQOBA_30L4_EH847,LQOBA_30L4_TT847,QRLAA_29L4_CV947,0,QRLAA_29L4_PT961,QRLAA_29L4_PT991,QRLAA_29L4_TT947,QRLAA_29L4_TT961,QRLAA_29L4_QBS947,QRLAA_29L4_FT947,LQOBA_30L4_TC847,QRLAA_29L4_TC947
157,34,ARC,Q29,QRLAA_29L4_X43,4,53,7,0.39,35,8,LBALB_29L4_EH843,LBALB_29L4_TT843,QRLAA_29L4_CV943,0,QRLAA_29L4_PT961,QRLAA_29L4_PT991,QRLAA_29L4_TT943,QRLAA_29L4_TT961,QRLAA_29L4_QBS943,QRLAA_29L4_FT943,LBALB_29L4_TC843,QRLAA_29L4_TC943
158,34,ARC,Q28,QRLAB_27L4_X47,4,53,7,0.39,30,9,LQOBK_28L4_EH847,LQOBK_28L4_TT847,QRLAB_27L4_CV947,0,QRLAA_29L4_PT961,QRLAA_29L4_PT991,QRLAB_27L4_TT947,QRLAA_29L4_TT961,QRLAB_27L4_QBS947,QRLAB_27L4_FT947,LQOBK_28L4_TC847,QRLAB_27L4_TC947
159,34,ARC,Q27,QRLAB_27L4_X43,4,53,7,0.39,32,8,LBALB_27L4_EH843,LBALB_27L4_TT843,QRLAB_27L4_CV943,0,QRLAE_25L4_PT961,QRLAE_25L4_PT991,QRLAB_27L4_TT943,QRLAE_25L4_TT961,QRLAB_27L4_QBS943,QRLAB_27L4_FT943,LBALB_27L4_TC843,QRLAB_27L4_TC943
160,34,ARC,Q26,QRLAE_25L4_X47,4,53,7,0.39,35,9,LQOBA_26L4_EH847,LQOBA_26L4_TT847,QRLAE_25L4_CV947,0,QRLAE_25L4_PT961,QRLAE_25L4_PT991,QRLAE_25L4_TT947,QRLAE_25L4_TT961,QRLAE_25L4_QBS947,QRLAE_25L4_FT947,LQOBA_26L4_TC847,QRLAE_25L4_TC947
161,34,ARC,Q25,QRLAE_25L4_X43,4,53,7,0.39,26,9,LBALB_25L4_EH843,LBALB_25L4_TT843,QRLAE_25L4_CV943,0,QRLAE_25L4_PT961,QRLAE_25L4_PT991,QRLAE_25L4_TT943,QRLAE_25L4_TT961,QRLAE_25L4_QBS943,QRLAE_25L4_FT943,LBALB_25L4_TC843,QRLAE_25L4_TC943
162,34,ARC,Q24,QRLAB_23L4_X47,4,53,7,0.39,30,8,LQOBA_24L4_EH847,LQOBA_24L4_TT847,QRLAB_23L4_CV947,0,QRLAE_25L4_PT961,QRLAE_25L4_PT991,QRLAB_23L4_TT947,QRLAE_25L4_TT961,QRLAB_23L4_QBS947,QRLAB_23L4_FT947,LQOBA_24L4_TC847,QRLAB_23L4_TC947
163,34,ARC,Q23,QRLAB_23L4_X43,4,53,7,0.39,29,8,LBALB_23L4_EH843,LBALB_23L4_TT843,QRLAB_23L4_CV943,0,QRLAA_21L4_PT961,QRLAA_21L4_PT991,QRLAB_23L4_TT943,QRLAA_21L4_TT961,QRLAB_23L4_QBS943,QRLAB_23L4_FT943,LBALB_23L4_TC843,QRLAB_23L4_TC943
164,34,ARC,Q22,QRLAA_21L4_X47,4,53,7,0.39,38,9,LQOBA_22L4_EH847,LQOBA_22L4_TT847,QRLAA_21L4_CV947,0,QRLAA_21L4_PT961,QRLAA_21L4_PT991,QRLAA_21L4_TT947,QRLAA_21L4_TT961,QRLAA_21L4_QBS947,QRLAA_21L4_FT947,LQOBA_22L4_TC847,QRLAA_21L4_TC947
165,34,ARC,Q21,QRLAA_21L4_X43,4,53,7,0.39,29,8,LBALB_21L4_EH843,LBALB_21L4_TT843,QRLAA_21L4_CV943,0,QRLAA_21L4_PT961,QRLAA_21L4_PT991,QRLAA_21L4_TT943,QRLAA_21L4_TT961,QRLAA_21L4_QBS943,QRLAA_21L4_FT943,LBALB_21L4_TC843,QRLAA_21L4_TC943
166,34,ARC,Q20,QRLAB_19L4_X47,4,53,7,0.39,32,8,LQATS_20L4_EH847,LQATS_20L4_TT847,QRLAB_19L4_CV947,0,QRLAA_21L4_PT961,QRLAA_21L4_PT991,QRLAB_19L4_TT947,QRLAA_21L4_TT961,QRLAB_19L4_QBS947,QRLAB_19L4_FT947,LQATS_20L4_TC847,QRLAB_19L4_TC947
167,34,ARC,Q19,QRLAB_19L4_X43,4,53,7,0.39,31,8,LBALB_19L4_EH843,LBALB_19L4_TT843,QRLAB_19L4_CV943,0,QRLAA_17L4_PT961,QRLAA_17L4_PT991,QRLAB_19L4_TT943,QRLAA_17L4_TT961,QRLAB_19L4_QBS943,QRLAB_19L4_FT943,LBALB_19L4_TC843,QRLAB_19L4_TC943
168,34,ARC,Q18,QRLAA_17L4_X47,4,53,7,0.39,25,8,LQATS_18L4_EH847,LQATS_18L4_TT847,QRLAA_17L4_CV947,0,QRLAA_17L4_PT961,QRLAA_17L4_PT991,QRLAA_17L4_TT947,QRLAA_17L4_TT961,QRLAA_17L4_QBS947,QRLAA_17L4_FT947,LQATS_18L4_TC847,QRLAA_17L4_TC947
169,34,ARC,Q17,QRLAA_17L4_X43,4,53,7,0.39,29,9,LBALB_17L4_EH843,LBALB_17L4_TT843,QRLAA_17L4_CV943,0,QRLAA_17L4_PT961,QRLAA_17L4_PT991,QRLAA_17L4_TT943,QRLAA_17L4_TT961,QRLAA_17L4_QBS943,QRLAA_17L4_FT943,LBALB_17L4_TC843,QRLAA_17L4_TC943
170,34,ARC,Q16,QRLAB_15L4_X47,4,53,7,0.39,39,8,LQATS_16L4_EH847,LQATS_16L4_TT847,QRLAB_15L4_CV947,0,QRLAA_17L4_PT961,QRLAA_17L4_PT991,QRLAB_15L4_TT947,QRLAA_17L4_TT961,QRLAB_15L4_QBS947,QRLAB_15L4_FT947,LQATS_16L4_TC847,QRLAB_15L4_TC947
171,34,ARC,Q15,QRLAB_15L4_X43,4,53,7,0.39,31,8,LBALB_15L4_EH843,LBALB_15L4_TT843,QRLAB_15L4_CV943,0,QRLAA_13L4_PT961,QRLAA_13L4_PT991,QRLAB_15L4_TT943,QRLAA_13L4_TT961,QRLAB_15L4_QBS943,QRLAB_15L4_FT943,LBALB_15L4_TC843,QRLAB_15L4_TC943
172,34,ARC,Q14,QRLAA_13L4_X47,4,53,7,0.39,33,8,LQATS_14L4_EH847,LQATS_14L4_TT847,QRLAA_13L4_CV947,0,QRLAA_13L4_PT961,QRLAA_13L4_PT991,QRLAA_13L4_TT947,QRLAA_13L4_TT961,QRLAA_13L4_QBS947,QRLAA_13L4_FT947,LQATS_14L4_TC847,QRLAA_13L4_TC947
173,34,ARC,Q13,QRLAA_13L4_X43,4,53,7,0.39,46,9,LBALB_13L4_EH843,LBALB_13L4_TT843,QRLAA_13L4_CV943,0,QRLAA_13L4_PT961,QRLAA_13L4_PT991,QRLAA_13L4_TT943,QRLAA_13L4_TT961,QRLAA_13L4_QBS943,QRLAA_13L4_FT943,LBALB_13L4_TC843,QRLAA_13L4_TC943
174,34,ARC,Q12,QRLAB_11L4_X47,4,53,7,0.39,30,8,LQATS_12L4_EH847,LQATS_12L4_TT847,QRLAB_11L4_CV947,0,QRLAA_13L4_PT961,QRLAA_13L4_PT991,QRLAB_11L4_TT947,QRLAA_13L4_TT961,QRLAB_11L4_QBS947,QRLAB_11L4_FT947,LQATS_12L4_TC847,QRLAB_11L4_TC947
175,34,ARC,Q11,QRLAB_11L4_X43,4,45,7,0.39,25,8,LBBLP_11L4_EH843,LBBLP_11L4_TT843,QRLAB_11L4_CV943,0,QRLBA_09L4_PT961,QRLBA_09L4_PT991,QRLAB_11L4_TT943,QRLBA_09L4_TT961,QRLAB_11L4_QBS943,QRLAB_11L4_FT943,LBBLP_11L4_TC843,QRLAB_11L4_TC943
176,34,ARC,Q10,QRLBA_09L4_X47,4,45,7,0.39,35,8,LQNCC_10L4_EH847,LQNCC_10L4_TT847,QRLBA_09L4_CV947,0,QRLBA_09L4_PT961,QRLBA_09L4_PT991,QRLBA_09L4_TT947,QRLBA_09L4_TT961,QRLBA_09L4_QBS947,QRLBA_09L4_FT947,LQNCC_10L4_TC847,QRLBA_09L4_TC947
177,34,ARC,Q9,QRLBA_09L4_X43,4,45,7,0.39,33,9,LBBLF_09L4_EH843,LBBLF_09L4_TT843,QRLBA_09L4_CV943,0,QRLBA_09L4_PT961,QRLBA_09L4_PT991,QRLBA_09L4_TT943,QRLBA_09L4_TT961,QRLBA_09L4_QBS943,QRLBA_09L4_FT943,LBBLF_09L4_TC843,QRLBA_09L4_TC943
178,34,LSS,Q8,QRLCC_07L4_X43,4,40,7,0.22,31,9,LQNCC_08L4_EH847,LQNCC_08L4_TT847,QRLCC_07L4_CV943,QRLCC_07L4_CV947,QRLBA_09L4_PT961,QRLBA_09L4_PT991,QRLCC_07L4_TT943,QRLBA_09L4_TT961,QRLCC_07L4_QBS947,QRLCC_07L4_FT947,LQNCC_08L4_TC847,QRLCC_07L4_TC943
179,34,LSS,Q7,QRLCC_07L4_X45,4,13.5,7,0.22,26,9,LQNAB_07L4_EH845,LQNAB_07L4_TT845,QRLCC_07L4_CV945,0,QRLBA_09L4_PT961,QRLBA_09L4_PT991,QRLCC_07L4_TT945,QRLBA_09L4_TT961,QRLCC_07L4_QBS945,QRLCC_07L4_FT945,LQNAB_07L4_TC845,QRLCC_07L4_TC945
180,34,LSS,Q6,QRLEA_06L4_X47,4,14,4,0.38,0,27,LQYAA_06L4_EH847,LQYAA_06L4_TT847A,QRLEA_06L4_CV947,0,QRLEA_06L4_PT961,QRLEA_06L4_PT991,QRLEA_06L4_TT947,QRLEA_06L4_TT961,QRLEA_06L4_QBS947,QRLEA_06L4_FT947,LQYAA_06L4_TC847,QRLEA_06L4_TC947
181,34,LSS,D4Q5,QRLFF_05L4_X47,4,33,6,0.18,0,60,LQYBB_05L4_EH847,LQYBB_05L4_TT847A,QRLFF_05L4_CV947,0,QRLFF_05L4_PT961,QRLFF_05L4_PT991,QRLFF_05L4_TT947,QRLFF_05L4_TT961,QRLFF_05L4_QBS947,QRLFF_05L4_FT947,LQYBB_05L4_TC847,QRLFF_05L4_TC947
182,34,LSS,D3,QRLEB_05L4_X47,4,22,4,0.21,0,37,LBRSA_05L4_EH847,LBRSA_05L4_TT847,QRLEB_05L4_CV947,0,QRLEB_05L4_PT961,QRLEB_05L4_PT991,QRLEB_05L4_TT947,QRLEB_05L4_TT961,QRLEB_05L4_QBS947,QRLEB_05L4_FT947,LBRSA_05L4_TC847,QRLEB_05L4_TC947
183,45,LSS,D3,QRLEB_05R4_X47,4,22,3,0.17,0,34,LBRSB_05R4_EH847,LBRSB_05R4_TT847,QRLEB_05R4_CV947,0,QRLEB_05R4_PT961,QRLEB_05R4_PT991,QRLEB_05R4_TT947,QRLEB_05R4_TT961,QRLEB_05R4_QBS947,QRLEB_05R4_FT947,LBRSB_05R4_TC847,QRLEB_05R4_TC947
184,45,LSS,D4Q5,QRLFE_05R4_X47,4,33,7,0.16,0,48,LQYBA_05R4_EH847,LQYBA_05R4_TT847A,QRLFE_05R4_CV947,0,QRLFE_05R4_PT961,QRLFE_05R4_PT991,QRLFE_05R4_TT947,QRLFE_05R4_TT961,QRLFE_05R4_QBS947,QRLFE_05R4_FT947,LQYBA_05R4_TC847,QRLFE_05R4_TC947
185,45,LSS,Q6,QRLEA_06R4_X47,4,14,5,0.26,0,28,LQYAB_06R4_EH847,LQYAB_06R4_TT847A,QRLEA_06R4_CV947,0,QRLEA_06R4_PT961,QRLEA_06R4_PT991,QRLEA_06R4_TT947,QRLEA_06R4_TT961,QRLEA_06R4_QBS947,QRLEA_06R4_FT947,LQYAB_06R4_TC847,QRLEA_06R4_TC947
186,45,LSS,Q7,QRLCH_07R4_X43,4,40,7,0.26,41,10,LBBLF_08R4_EH843,LBBLF_08R4_TT843,QRLCH_07R4_CV943,QRLCH_07R4_CV947,QRLBA_09R4_PT961,QRLBA_09R4_PT991,QRLCH_07R4_TT943,QRLBA_09R4_TT961,QRLCH_07R4_QBS943,QRLCH_07R4_FT943,LBBLF_08R4_TC843,QRLCH_07R4_TC943
187,45,ARC,Q8,QRLBA_09R4_X47,4,45,7,0.39,51,9,LQNCD_08R4_EH847,LQNCD_08R4_TT847,QRLBA_09R4_CV947,0,QRLBA_09R4_PT961,QRLBA_09R4_PT991,QRLBA_09R4_TT947,QRLBA_09R4_TT961,QRLBA_09R4_QBS947,QRLBA_09R4_FT947,LQNCD_08R4_TC847,QRLBA_09R4_TC947
188,45,ARC,Q9,QRLBA_09R4_X43,4,45,7,0.39,37,9,LBBLF_10R4_EH843,LBBLF_10R4_TT843,QRLBA_09R4_CV943,0,QRLBA_09R4_PT961,QRLBA_09R4_PT991,QRLBA_09R4_TT943,QRLBA_09R4_TT961,QRLBA_09R4_QBS943,QRLBA_09R4_FT943,LBBLF_10R4_TC843,QRLBA_09R4_TC943
189,45,ARC,Q10,QRLAB_11R4_X47,4,45,7,0.39,48,10,LQNCD_10R4_EH847,LQNCD_10R4_TT847,QRLAB_11R4_CV947,0,QRLBA_09R4_PT961,QRLBA_09R4_PT991,QRLAB_11R4_TT947,QRLBA_09R4_TT961,QRLAB_11R4_QBS947,QRLAB_11R4_FT947,LQNCD_10R4_TC847,QRLAB_11R4_TC947
190,45,ARC,Q11,QRLAB_11R4_X43,4,53,7,0.39,41,10,LBALB_12R4_EH843,LBALB_12R4_TT843,QRLAB_11R4_CV943,0,QRLAA_13R4_PT961,QRLAA_13R4_PT991,QRLAB_11R4_TT943,QRLAA_13R4_TT961,QRLAB_11R4_QBS943,QRLAB_11R4_FT943,LBALB_12R4_TC843,QRLAB_11R4_TC943
191,45,ARC,Q12,QRLAA_13R4_X47,4,53,7,0.39,39,9,LQATI_12R4_EH847,LQATI_12R4_TT847,QRLAA_13R4_CV947,0,QRLAA_13R4_PT961,QRLAA_13R4_PT991,QRLAA_13R4_TT947,QRLAA_13R4_TT961,QRLAA_13R4_QBS947,QRLAA_13R4_FT947,LQATI_12R4_TC847,QRLAA_13R4_TC947
192,45,ARC,Q13,QRLAA_13R4_X43,4,53,7,0.39,32,9,LBALB_14R4_EH843,LBALB_14R4_TT843,QRLAA_13R4_CV943,0,QRLAA_13R4_PT961,QRLAA_13R4_PT991,QRLAA_13R4_TT943,QRLAA_13R4_TT961,QRLAA_13R4_QBS943,QRLAA_13R4_FT943,LBALB_14R4_TC843,QRLAA_13R4_TC943
193,45,ARC,Q14,QRLAB_15R4_X47,4,53,7,0.39,38,10,LQATI_14R4_EH847,LQATI_14R4_TT847,QRLAB_15R4_CV947,0,QRLAA_13R4_PT961,QRLAA_13R4_PT991,QRLAB_15R4_TT947,QRLAA_13R4_TT961,QRLAB_15R4_QBS947,QRLAB_15R4_FT947,LQATI_14R4_TC847,QRLAB_15R4_TC947
194,45,ARC,Q15,QRLAB_15R4_X43,4,53,7,0.39,47,10,LBALB_16R4_EH843,LBALB_16R4_TT843,QRLAB_15R4_CV943,0,QRLAA_17R4_PT961,QRLAA_17R4_PT991,QRLAB_15R4_TT943,QRLAA_17R4_TT961,QRLAB_15R4_QBS943,QRLAB_15R4_FT943,LBALB_16R4_TC843,QRLAB_15R4_TC943
195,45,ARC,Q16,QRLAA_17R4_X47,4,53,7,0.39,36,9,LQATI_16R4_EH847,LQATI_16R4_TT847,QRLAA_17R4_CV947,0,QRLAA_17R4_PT961,QRLAA_17R4_PT991,QRLAA_17R4_TT947,QRLAA_17R4_TT961,QRLAA_17R4_QBS947,QRLAA_17R4_FT947,LQATI_16R4_TC847,QRLAA_17R4_TC947
196,45,ARC,Q17,QRLAA_17R4_X43,4,53,7,0.39,48,10,LBALB_18R4_EH843,LBALB_18R4_TT843,QRLAA_17R4_CV943,0,QRLAA_17R4_PT961,QRLAA_17R4_PT991,QRLAA_17R4_TT943,QRLAA_17R4_TT961,QRLAA_17R4_QBS943,QRLAA_17R4_FT943,LBALB_18R4_TC843,QRLAA_17R4_TC943
197,45,ARC,Q18,QRLAB_19R4_X47,4,53,7,0.39,57,10,LQATI_18R4_EH847,LQATI_18R4_TT847,QRLAB_19R4_CV947,0,QRLAA_17R4_PT961,QRLAA_17R4_PT991,QRLAB_19R4_TT947,QRLAA_17R4_TT961,QRLAB_19R4_QBS947,QRLAB_19R4_FT947,LQATI_18R4_TC847,QRLAB_19R4_TC947
198,45,ARC,Q19,QRLAB_19R4_X43,4,53,7,0.39,38,10,LBALB_20R4_EH843,LBALB_20R4_TT843,QRLAB_19R4_CV943,0,QRLAA_21R4_PT961,QRLAA_21R4_PT991,QRLAB_19R4_TT943,QRLAA_21R4_TT961,QRLAB_19R4_QBS943,QRLAB_19R4_FT943,LBALB_20R4_TC843,QRLAB_19R4_TC943
199,45,ARC,Q20,QRLAA_21R4_X47,4,53,7,0.39,40,10,LQATI_20R4_EH847,LQATI_20R4_TT847,QRLAA_21R4_CV947,0,QRLAA_21R4_PT961,QRLAA_21R4_PT991,QRLAA_21R4_TT947,QRLAA_21R4_TT961,QRLAA_21R4_QBS947,QRLAA_21R4_FT947,LQATI_20R4_TC847,QRLAA_21R4_TC947
200,45,ARC,Q21,QRLAA_21R4_X43,4,53,7,0.39,41,9,LBALB_22R4_EH843,LBALB_22R4_TT843,QRLAA_21R4_CV943,0,QRLAA_21R4_PT961,QRLAA_21R4_PT991,QRLAA_21R4_TT943,QRLAA_21R4_TT961,QRLAA_21R4_QBS943,QRLAA_21R4_FT943,LBALB_22R4_TC843,QRLAA_21R4_TC943
201,45,ARC,Q22,QRLAB_23R4_X47,4,53,7,0.39,46,10,LQOAH_22R4_EH847,LQOAH_22R4_TT847,QRLAB_23R4_CV947,0,QRLAA_21R4_PT961,QRLAA_21R4_PT991,QRLAB_23R4_TT947,QRLAA_21R4_TT961,QRLAB_23R4_QBS947,QRLAB_23R4_FT947,LQOAH_22R4_TC847,QRLAB_23R4_TC947
202,45,ARC,Q23,QRLAB_23R4_X43,4,53,7,0.39,44,10,LBALB_24R4_EH843,LBALB_24R4_TT843,QRLAB_23R4_CV943,0,QRLAA_25R4_PT961,QRLAA_25R4_PT991,QRLAB_23R4_TT943,QRLAA_25R4_TT961,QRLAB_23R4_QBS943,QRLAB_23R4_FT943,LBALB_24R4_TC843,QRLAB_23R4_TC943
203,45,ARC,Q24,QRLAA_25R4_X47,4,53,7,0.39,71,12,LQOAH_24R4_EH847,LQOAH_24R4_TT847,QRLAA_25R4_CV947,0,QRLAA_25R4_PT961,QRLAA_25R4_PT991,QRLAA_25R4_TT947,QRLAA_25R4_TT961,QRLAA_25R4_QBS947,QRLAA_25R4_FT947,LQOAH_24R4_TC847,QRLAA_25R4_TC947
204,45,ARC,Q25,QRLAA_25R4_X43,4,53,7,0.39,43,11,LBALB_26R4_EH843,LBALB_26R4_TT843,QRLAA_25R4_CV943,0,QRLAA_25R4_PT961,QRLAA_25R4_PT991,QRLAA_25R4_TT943,QRLAA_25R4_TT961,QRLAA_25R4_QBS943,QRLAA_25R4_FT943,LBALB_26R4_TC843,QRLAA_25R4_TC943
205,45,ARC,Q26,QRLAB_27R4_X47,4,53,7,0.39,43,10,LQOAH_26R4_EH847,LQOAH_26R4_TT847,QRLAB_27R4_CV947,0,QRLAA_25R4_PT961,QRLAA_25R4_PT991,QRLAB_27R4_TT947,QRLAA_25R4_TT961,QRLAB_27R4_QBS947,QRLAB_27R4_FT947,LQOAH_26R4_TC847,QRLAB_27R4_TC947
206,45,ARC,Q27,QRLAB_27R4_X43,4,53,7,0.39,39,10,LBALB_28R4_EH843,LBALB_28R4_TT843,QRLAB_27R4_CV943,0,QRLAA_29R4_PT961,QRLAA_29R4_PT991,QRLAB_27R4_TT943,QRLAA_29R4_TT961,QRLAB_27R4_QBS943,QRLAB_27R4_FT943,LBALB_28R4_TC843,QRLAB_27R4_TC943
207,45,ARC,Q28,QRLAA_29R4_X47,4,53,7,0.39,39,9,LQOAH_28R4_EH847,LQOAH_28R4_TT847,QRLAA_29R4_CV947,0,QRLAA_29R4_PT961,QRLAA_29R4_PT991,QRLAA_29R4_TT947,QRLAA_29R4_TT961,QRLAA_29R4_QBS947,QRLAA_29R4_FT947,LQOAH_28R4_TC847,QRLAA_29R4_TC947
208,45,ARC,Q29,QRLAA_29R4_X43,4,53,7,0.39,36,10,LBALB_30R4_EH843,LBALB_30R4_TT843,QRLAA_29R4_CV943,0,QRLAA_29R4_PT961,QRLAA_29R4_PT991,QRLAA_29R4_TT943,QRLAA_29R4_TT961,QRLAA_29R4_QBS943,QRLAA_29R4_FT943,LBALB_30R4_TC843,QRLAA_29R4_TC943
209,45,ARC,Q30,QRLAC_31R4_X47,4,53,7,0.39,40,10,LQOAN_30R4_EH847,LQOAN_30R4_TT847,QRLAC_31R4_CV947,0,QRLAA_29R4_PT961,QRLAA_29R4_PT991,QRLAC_31R4_TT947,QRLAA_29R4_TT961,QRLAC_31R4_QBS947,QRLAC_31R4_FT947,LQOAN_30R4_TC847,QRLAC_31R4_TC947
210,45,ARC,Q31,QRLAC_31R4_X43,4,53,7,0.39,35,10,LBALB_32R4_EH843,LBALB_32R4_TT843,QRLAC_31R4_CV943,0,QRLAA_33L5_PT961,QRLAA_33L5_PT991,QRLAC_31R4_TT943,QRLAA_33L5_TT961,QRLAC_31R4_QBS943,QRLAC_31R4_FT943,LBALB_32R4_TC843,QRLAC_31R4_TC943
211,45,ARC,Q32,QRLAD_33R4_X47,4,53,7,0.39,45,10,LQOAH_32R4_EH847,LQOAH_32R4_TT847,QRLAD_33R4_CV947,0,QRLAA_33L5_PT961,QRLAA_33L5_PT991,QRLAD_33R4_TT947,QRLAA_33L5_TT961,QRLAD_33R4_QBS947,QRLAD_33R4_FT947,LQOAH_32R4_TC847,QRLAD_33R4_TC947
212,45,ARC,Q33,QRLAD_33R4_X43,4,53,7,0.39,49,10,LBALB_34R4_EH843,LBALB_34R4_TT843,QRLAD_33R4_CV943,0,QRLAA_33L5_PT961,QRLAA_33L5_PT991,QRLAD_33R4_TT943,QRLAA_33L5_TT961,QRLAD_33R4_QBS943,QRLAD_33R4_FT943,LBALB_34R4_TC843,QRLAD_33R4_TC943
213,45,ARC,Q34,QRLAA_33L5_X47,4,53,7,0.39,48,10,LQOAN_34R4_EH847,LQOAN_34R4_TT847,QRLAA_33L5_CV947,0,QRLAA_33L5_PT961,QRLAA_33L5_PT991,QRLAA_33L5_TT947,QRLAA_33L5_TT961,QRLAA_33L5_QBS947,QRLAA_33L5_FT947,LQOAN_34R4_TC847,QRLAA_33L5_TC947
