Nb,Sector,Type,magnet,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow,TC84x,TC94x,rms rel error
121,23,LSS,Q8,QRLCF_07L3_X43,LQTBD_08L3_EH847.POSST,LQTBD_08L3_TT847.POSST,QRLCF_07L3_CV943.POSST,QRLCF_07L3_CV947.POSST,QRLBB_09L3_PT961.POSST,QRLBB_09L3_PT991.POSST,QRLCF_07L3_TT943.POSST,QRLBB_09L3_TT961.POSST,3,40,0.22,4,40,QRLCF_07L3_QBS947.POSST,QRLCF_07L3_FT947.POSST,LQTBD_08L3_TC847,QRLCF_07L3_TC943,x
122,23,LSS,Q7,QRLCF_07L3_X45,LQTAA_07L3_EH845.POSST,LQTAA_07L3_TT845.POSST,QRLCF_07L3_CV945.POSST,0,QRLBB_09L3_PT961.POSST,QRLBB_09L3_PT991.POSST,QRLCF_07L3_TT945.POSST,QRLBB_09L3_TT961.POSST,2,30,0.22,4,13.5,QRLCF_07L3_QBS945.POSST,QRLCF_07L3_FT945.POSST,LQTAA_07L3_TC845,QRLCF_07L3_TC945,x
123,23,LSS,Q6,QRLEA_06L3_X47,LQTFD_06L3_EH847.POSST,LQTFD_06L3_TT847A.POSST,QRLEA_06L3_CV947.POSST,0,QRLEA_06L3_PT961.POSST,QRLEA_06L3_PT991.POSST,QRLEA_06L3_TT947.POSST,QRLEA_06L3_TT961.POSST,0,40,0.05,2,24,QRLEA_06L3_QBS947.POSST,QRLEA_06L3_FT947.POSST,LQTFD_06L3_TC847,QRLEA_06L3_TC947,40
124,34,LSS,Q6,QRLEA_06R3_X47,LQTFC_06R3_EH847.POSST,LQTFC_06R3_TT847A.POSST,QRLEA_06R3_CV947.POSST,0,QRLEA_06R3_PT961.POSST,QRLEA_06R3_PT991.POSST,QRLEA_06R3_TT947.POSST,QRLEA_06R3_TT961.POSST,0,10,0.05,2,24,QRLEA_06R3_QBS947.POSST,QRLEA_06R3_FT947.POSST,LQTFC_06R3_TC847,QRLEA_06R3_TC947,60
125,34,LSS,Q7,QRLCG_07R3_X43,LBBLB_08R3_EH843.POSST,LBBLB_08R3_TT843.POSST,QRLCG_07R3_CV943.POSST,QRLCG_07R3_CV947.POSST,QRLBA_09R3_PT961.POSST,QRLBA_09R3_PT991.POSST,QRLCG_07R3_TT943.POSST,QRLBA_09R3_TT961.POSST,2,40,0.22,4,40,QRLCG_07R3_QBS943.POSST,QRLCG_07R3_FT943.POSST,LBBLB_08R3_TC843,QRLCG_07R3_TC943,x
126,34,ARC,Q8,QRLBA_09R3_X47,LQTBA_08R3_EH847.POSST,LQTBA_08R3_TT847.POSST,QRLBA_09R3_CV947.POSST,0,QRLBA_09R3_PT961.POSST,QRLBA_09R3_PT991.POSST,QRLBA_09R3_TT947.POSST,QRLBA_09R3_TT961.POSST,5,50,0.39,4,45,QRLBA_09R3_QBS947.POSST,QRLBA_09R3_FT947.POSST,LQTBA_08R3_TC847,QRLBA_09R3_TC947,5
127,34,ARC,Q9,QRLBA_09R3_X43,LBBLB_10R3_EH843.POSST,LBBLB_10R3_TT843.POSST,QRLBA_09R3_CV943.POSST,0,QRLBA_09R3_PT961.POSST,QRLBA_09R3_PT991.POSST,QRLBA_09R3_TT943.POSST,QRLBA_09R3_TT961.POSST,5,63,0.39,4,45,QRLBA_09R3_QBS943.POSST,QRLBA_09R3_FT943.POSST,LBBLB_10R3_TC843,QRLBA_09R3_TC943,13
128,34,ARC,Q10,QRLAB_11R3_X47,LQTBA_10R3_EH847.POSST,LQTBA_10R3_TT847.POSST,QRLAB_11R3_CV947.POSST,0,QRLBA_09R3_PT961.POSST,QRLBA_09R3_PT991.POSST,QRLAB_11R3_TT947.POSST,QRLBA_09R3_TT961.POSST,5,51,0.39,4,45,QRLAB_11R3_QBS947.POSST,QRLAB_11R3_FT947.POSST,LQTBA_10R3_TC847,QRLAB_11R3_TC947,12
129,34,ARC,Q11,QRLAB_11R3_X43,LBALB_12R3_EH843.POSST,LBALB_12R3_TT843.POSST,QRLAB_11R3_CV943.POSST,0,QRLAA_13R3_PT961.POSST,QRLAA_13R3_PT991.POSST,QRLAB_11R3_TT943.POSST,QRLAA_13R3_TT961.POSST,5,42,0.39,4,53,QRLAB_11R3_QBS943.POSST,QRLAB_11R3_FT943.POSST,LBALB_12R3_TC843,QRLAB_11R3_TC943,6
130,34,ARC,Q12,QRLAA_13R3_X47,LQATS_12R3_EH847.POSST,LQATS_12R3_TT847.POSST,QRLAA_13R3_CV947.POSST,0,QRLAA_13R3_PT961.POSST,QRLAA_13R3_PT991.POSST,QRLAA_13R3_TT947.POSST,QRLAA_13R3_TT961.POSST,5,34,0.39,4,53,QRLAA_13R3_QBS947.POSST,QRLAA_13R3_FT947.POSST,LQATS_12R3_TC847,QRLAA_13R3_TC947,1
131,34,ARC,Q13,QRLAA_13R3_X43,LBALB_14R3_EH843.POSST,LBALB_14R3_TT843.POSST,QRLAA_13R3_CV943.POSST,0,QRLAA_13R3_PT961.POSST,QRLAA_13R3_PT991.POSST,QRLAA_13R3_TT943.POSST,QRLAA_13R3_TT961.POSST,5,38,0.39,4,53,QRLAA_13R3_QBS943.POSST,QRLAA_13R3_FT943.POSST,LBALB_14R3_TC843,QRLAA_13R3_TC943,6
132,34,ARC,Q14,QRLAB_15R3_X47,LQATS_14R3_EH847.POSST,LQATS_14R3_TT847.POSST,QRLAB_15R3_CV947.POSST,0,QRLAA_13R3_PT961.POSST,QRLAA_13R3_PT991.POSST,QRLAB_15R3_TT947.POSST,QRLAA_13R3_TT961.POSST,5,45,0.39,4,53,QRLAB_15R3_QBS947.POSST,QRLAB_15R3_FT947.POSST,LQATS_14R3_TC847,QRLAB_15R3_TC947,4
133,34,ARC,Q15,QRLAB_15R3_X43,LBALB_16R3_EH843.POSST,LBALB_16R3_TT843.POSST,QRLAB_15R3_CV943.POSST,0,QRLAA_17R3_PT961.POSST,QRLAA_17R3_PT991.POSST,QRLAB_15R3_TT943.POSST,QRLAA_17R3_TT961.POSST,5,50,0.39,4,53,QRLAB_15R3_QBS943.POSST,QRLAB_15R3_FT943.POSST,LBALB_16R3_TC843,QRLAB_15R3_TC943,0
134,34,ARC,Q16,QRLAA_17R3_X47,LQATS_16R3_EH847.POSST,LQATS_16R3_TT847.POSST,QRLAA_17R3_CV947.POSST,0,QRLAA_17R3_PT961.POSST,QRLAA_17R3_PT991.POSST,QRLAA_17R3_TT947.POSST,QRLAA_17R3_TT961.POSST,5,32,0.39,4,53,QRLAA_17R3_QBS947.POSST,QRLAA_17R3_FT947.POSST,LQATS_16R3_TC847,QRLAA_17R3_TC947,1
135,34,ARC,Q17,QRLAA_17R3_X43,LBALB_18R3_EH843.POSST,LBALB_18R3_TT843.POSST,QRLAA_17R3_CV943.POSST,0,QRLAA_17R3_PT961.POSST,QRLAA_17R3_PT991.POSST,QRLAA_17R3_TT943.POSST,QRLAA_17R3_TT961.POSST,5,32,0.39,4,53,QRLAA_17R3_QBS943.POSST,QRLAA_17R3_FT943.POSST,LBALB_18R3_TC843,QRLAA_17R3_TC943,1
136,34,ARC,Q18,QRLAB_19R3_X47,LQATS_18R3_EH847.POSST,LQATS_18R3_TT847.POSST,QRLAB_19R3_CV947.POSST,0,QRLAA_17R3_PT961.POSST,QRLAA_17R3_PT991.POSST,QRLAB_19R3_TT947.POSST,QRLAA_17R3_TT961.POSST,5,43,0.39,4,53,QRLAB_19R3_QBS947.POSST,QRLAB_19R3_FT947.POSST,LQATS_18R3_TC847,QRLAB_19R3_TC947,2
137,34,ARC,Q19,QRLAB_19R3_X43,LBALB_20R3_EH843.POSST,LBALB_20R3_TT843.POSST,QRLAB_19R3_CV943.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAB_19R3_TT943.POSST,QRLAA_21R3_TT961.POSST,5,27,0.39,4,53,QRLAB_19R3_QBS943.POSST,QRLAB_19R3_FT943.POSST,LBALB_20R3_TC843,QRLAB_19R3_TC943,0
138,34,ARC,Q20,QRLAA_21R3_X47,LQATS_20R3_EH847.POSST,LQATS_20R3_TT847.POSST,QRLAA_21R3_CV947.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAA_21R3_TT947.POSST,QRLAA_21R3_TT961.POSST,5,28,0.39,4,53,QRLAA_21R3_QBS947.POSST,QRLAA_21R3_FT947.POSST,LQATS_20R3_TC847,QRLAA_21R3_TC947,3
139,34,ARC,Q21,QRLAA_21R3_X43,LBALB_22R3_EH843.POSST,LBALB_22R3_TT843.POSST,QRLAA_21R3_CV943.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAA_21R3_TT943.POSST,QRLAA_21R3_TT961.POSST,5,37,0.39,4,53,QRLAA_21R3_QBS943.POSST,QRLAA_21R3_FT943.POSST,LBALB_22R3_TC843,QRLAA_21R3_TC943,1
140,34,ARC,Q22,QRLAB_23R3_X47,LQOBA_22R3_EH847.POSST,LQOBA_22R3_TT847.POSST,QRLAB_23R3_CV947.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAB_23R3_TT947.POSST,QRLAA_21R3_TT961.POSST,5,38,0.39,4,53,QRLAB_23R3_QBS947.POSST,QRLAB_23R3_FT947.POSST,LQOBA_22R3_TC847,QRLAB_23R3_TC947,11
141,34,ARC,Q23,QRLAB_23R3_X43,LBALB_24R3_EH843.POSST,LBALB_24R3_TT843.POSST,QRLAB_23R3_CV943.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAB_23R3_TT943.POSST,QRLAA_25R3_TT961.POSST,5,22,0.39,4,53,QRLAB_23R3_QBS943.POSST,QRLAB_23R3_FT943.POSST,LBALB_24R3_TC843,QRLAB_23R3_TC943,7
142,34,ARC,Q24,QRLAA_25R3_X47,LQOBA_24R3_EH847.POSST,LQOBA_24R3_TT847.POSST,QRLAA_25R3_CV947.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAA_25R3_TT947.POSST,QRLAA_25R3_TT961.POSST,5,31,0.39,4,53,QRLAA_25R3_QBS947.POSST,QRLAA_25R3_FT947.POSST,LQOBA_24R3_TC847,QRLAA_25R3_TC947,6
143,34,ARC,Q25,QRLAA_25R3_X43,LBALB_26R3_EH843.POSST,LBALB_26R3_TT843.POSST,QRLAA_25R3_CV943.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAA_25R3_TT943.POSST,QRLAA_25R3_TT961.POSST,5,45,0.39,4,53,QRLAA_25R3_QBS943.POSST,QRLAA_25R3_FT943.POSST,LBALB_26R3_TC843,QRLAA_25R3_TC943,0
144,34,ARC,Q26,QRLAB_27R3_X47,LQOBA_26R3_EH847.POSST,LQOBA_26R3_TT847.POSST,QRLAB_27R3_CV947.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAB_27R3_TT947.POSST,QRLAA_25R3_TT961.POSST,5,41,0.39,4,53,QRLAB_27R3_QBS947.POSST,QRLAB_27R3_FT947.POSST,LQOBA_26R3_TC847,QRLAB_27R3_TC947,11
145,34,ARC,Q27,QRLAB_27R3_X43,LBALB_28R3_EH843.POSST,LBALB_28R3_TT843.POSST,QRLAB_27R3_CV943.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAB_27R3_TT943.POSST,QRLAA_29R3_TT961.POSST,5,48,0.39,4,53,QRLAB_27R3_QBS943.POSST,QRLAB_27R3_FT943.POSST,LBALB_28R3_TC843,QRLAB_27R3_TC943,4
146,34,ARC,Q28,QRLAA_29R3_X47,LQATS_28R3_EH847.POSST,LQATS_28R3_TT847.POSST,QRLAA_29R3_CV947.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAA_29R3_TT947.POSST,QRLAA_29R3_TT961.POSST,5,33,0.39,4,53,QRLAA_29R3_QBS947.POSST,QRLAA_29R3_FT947.POSST,LQATS_28R3_TC847,QRLAA_29R3_TC947,4
147,34,ARC,Q29,QRLAA_29R3_X43,LBALB_30R3_EH843.POSST,LBALB_30R3_TT843.POSST,QRLAA_29R3_CV943.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAA_29R3_TT943.POSST,QRLAA_29R3_TT961.POSST,5,32,0.39,4,53,QRLAA_29R3_QBS943.POSST,QRLAA_29R3_FT943.POSST,LBALB_30R3_TC843,QRLAA_29R3_TC943,2
148,34,ARC,Q30,QRLAC_31R3_X47,LQOBK_30R3_EH847.POSST,LQOBK_30R3_TT847.POSST,QRLAC_31R3_CV947.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAC_31R3_TT947.POSST,QRLAA_29R3_TT961.POSST,5,39,0.39,4,53,QRLAC_31R3_QBS947.POSST,QRLAC_31R3_FT947.POSST,LQOBK_30R3_TC847,QRLAC_31R3_TC947,1
149,34,ARC,Q31,QRLAC_31R3_X43,LBALB_32R3_EH843.POSST,LBALB_32R3_TT843.POSST,QRLAC_31R3_CV943.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAC_31R3_TT943.POSST,QRLAA_33L4_TT961.POSST,5,43,0.39,4,53,QRLAC_31R3_QBS943.POSST,QRLAC_31R3_FT943.POSST,LBALB_32R3_TC843,QRLAC_31R3_TC943,18
150,34,ARC,Q32,QRLAD_33R3_X47,LQASH_32R3_EH847.POSST,LQASH_32R3_TT847.POSST,QRLAD_33R3_CV947.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAD_33R3_TT947.POSST,QRLAA_33L4_TT961.POSST,5,45,0.39,4,53,QRLAD_33R3_QBS947.POSST,QRLAD_33R3_FT947.POSST,LQASH_32R3_TC847,QRLAD_33R3_TC947,1
151,34,ARC,Q33,QRLAD_33R3_X43,LBALB_34R3_EH843.POSST,LBALB_34R3_TT843.POSST,QRLAD_33R3_CV943.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAD_33R3_TT943.POSST,QRLAA_33L4_TT961.POSST,5,45,0.39,4,53,QRLAD_33R3_QBS943.POSST,QRLAD_33R3_FT943.POSST,LBALB_34R3_TC843,QRLAD_33R3_TC943,8
152,34,ARC,Q34,QRLAA_33L4_X47,LQOBK_34R3_EH847.POSST,LQOBK_34R3_TT847.POSST,QRLAA_33L4_CV947.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAA_33L4_TT947.POSST,QRLAA_33L4_TT961.POSST,5,31,0.39,4,53,QRLAA_33L4_QBS947.POSST,QRLAA_33L4_FT947.POSST,LQOBK_34R3_TC847,QRLAA_33L4_TC947,8
153,34,ARC,Q33,QRLAA_33L4_X43,LBALB_33L4_EH843.POSST,LBALB_33L4_TT843.POSST,QRLAA_33L4_CV943.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAA_33L4_TT943.POSST,QRLAA_33L4_TT961.POSST,5,46,0.39,4,53,QRLAA_33L4_QBS943.POSST,QRLAA_33L4_FT943.POSST,LBALB_33L4_TC843,QRLAA_33L4_TC943,0
154,34,ARC,Q32,QRLAB_31L4_X47,LQOBK_32L4_EH847.POSST,LQOBK_32L4_TT847.POSST,QRLAB_31L4_CV947.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAB_31L4_TT947.POSST,QRLAA_33L4_TT961.POSST,5,36,0.39,4,53,QRLAB_31L4_QBS947.POSST,QRLAB_31L4_FT947.POSST,LQOBK_32L4_TC847,QRLAB_31L4_TC947,14
155,34,ARC,Q31,QRLAB_31L4_X43,LBALB_31L4_EH843.POSST,LBALB_31L4_TT843.POSST,QRLAB_31L4_CV943.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAB_31L4_TT943.POSST,QRLAA_29L4_TT961.POSST,5,51,0.39,4,53,QRLAB_31L4_QBS943.POSST,QRLAB_31L4_FT943.POSST,LBALB_31L4_TC843,QRLAB_31L4_TC943,0
156,34,ARC,Q30,QRLAA_29L4_X47,LQOBA_30L4_EH847.POSST,LQOBA_30L4_TT847.POSST,QRLAA_29L4_CV947.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAA_29L4_TT947.POSST,QRLAA_29L4_TT961.POSST,5,41,0.39,4,53,QRLAA_29L4_QBS947.POSST,QRLAA_29L4_FT947.POSST,LQOBA_30L4_TC847,QRLAA_29L4_TC947,6
157,34,ARC,Q29,QRLAA_29L4_X43,LBALB_29L4_EH843.POSST,LBALB_29L4_TT843.POSST,QRLAA_29L4_CV943.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAA_29L4_TT943.POSST,QRLAA_29L4_TT961.POSST,5,39,0.39,4,53,QRLAA_29L4_QBS943.POSST,QRLAA_29L4_FT943.POSST,LBALB_29L4_TC843,QRLAA_29L4_TC943,8
158,34,ARC,Q28,QRLAB_27L4_X47,LQOBK_28L4_EH847.POSST,LQOBK_28L4_TT847.POSST,QRLAB_27L4_CV947.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAB_27L4_TT947.POSST,QRLAA_29L4_TT961.POSST,5,34,0.39,4,53,QRLAB_27L4_QBS947.POSST,QRLAB_27L4_FT947.POSST,LQOBK_28L4_TC847,QRLAB_27L4_TC947,8
159,34,ARC,Q27,QRLAB_27L4_X43,LBALB_27L4_EH843.POSST,LBALB_27L4_TT843.POSST,QRLAB_27L4_CV943.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAB_27L4_TT943.POSST,QRLAE_25L4_TT961.POSST,5,35,0.39,4,53,QRLAB_27L4_QBS943.POSST,QRLAB_27L4_FT943.POSST,LBALB_27L4_TC843,QRLAB_27L4_TC943,8
160,34,ARC,Q26,QRLAE_25L4_X47,LQOBA_26L4_EH847.POSST,LQOBA_26L4_TT847.POSST,QRLAE_25L4_CV947.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAE_25L4_TT947.POSST,QRLAE_25L4_TT961.POSST,5,40,0.39,4,53,QRLAE_25L4_QBS947.POSST,QRLAE_25L4_FT947.POSST,LQOBA_26L4_TC847,QRLAE_25L4_TC947,16
161,34,ARC,Q25,QRLAE_25L4_X43,LBALB_25L4_EH843.POSST,LBALB_25L4_TT843.POSST,QRLAE_25L4_CV943.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAE_25L4_TT943.POSST,QRLAE_25L4_TT961.POSST,5,30,0.39,4,53,QRLAE_25L4_QBS943.POSST,QRLAE_25L4_FT943.POSST,LBALB_25L4_TC843,QRLAE_25L4_TC943,7
162,34,ARC,Q24,QRLAB_23L4_X47,LQOBA_24L4_EH847.POSST,LQOBA_24L4_TT847.POSST,QRLAB_23L4_CV947.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAB_23L4_TT947.POSST,QRLAE_25L4_TT961.POSST,5,35,0.39,4,53,QRLAB_23L4_QBS947.POSST,QRLAB_23L4_FT947.POSST,LQOBA_24L4_TC847,QRLAB_23L4_TC947,2
163,34,ARC,Q23,QRLAB_23L4_X43,LBALB_23L4_EH843.POSST,LBALB_23L4_TT843.POSST,QRLAB_23L4_CV943.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAB_23L4_TT943.POSST,QRLAA_21L4_TT961.POSST,5,31,0.39,4,53,QRLAB_23L4_QBS943.POSST,QRLAB_23L4_FT943.POSST,LBALB_23L4_TC843,QRLAB_23L4_TC943,1
164,34,ARC,Q22,QRLAA_21L4_X47,LQOBA_22L4_EH847.POSST,LQOBA_22L4_TT847.POSST,QRLAA_21L4_CV947.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAA_21L4_TT947.POSST,QRLAA_21L4_TT961.POSST,5,55,0.39,4,53,QRLAA_21L4_QBS947.POSST,QRLAA_21L4_FT947.POSST,LQOBA_22L4_TC847,QRLAA_21L4_TC947,10
165,34,ARC,Q21,QRLAA_21L4_X43,LBALB_21L4_EH843.POSST,LBALB_21L4_TT843.POSST,QRLAA_21L4_CV943.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAA_21L4_TT943.POSST,QRLAA_21L4_TT961.POSST,5,32,0.39,4,53,QRLAA_21L4_QBS943.POSST,QRLAA_21L4_FT943.POSST,LBALB_21L4_TC843,QRLAA_21L4_TC943,6
166,34,ARC,Q20,QRLAB_19L4_X47,LQATS_20L4_EH847.POSST,LQATS_20L4_TT847.POSST,QRLAB_19L4_CV947.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAB_19L4_TT947.POSST,QRLAA_21L4_TT961.POSST,5,40,0.39,4,53,QRLAB_19L4_QBS947.POSST,QRLAB_19L4_FT947.POSST,LQATS_20L4_TC847,QRLAB_19L4_TC947,2
167,34,ARC,Q19,QRLAB_19L4_X43,LBALB_19L4_EH843.POSST,LBALB_19L4_TT843.POSST,QRLAB_19L4_CV943.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAB_19L4_TT943.POSST,QRLAA_17L4_TT961.POSST,5,36,0.39,4,53,QRLAB_19L4_QBS943.POSST,QRLAB_19L4_FT943.POSST,LBALB_19L4_TC843,QRLAB_19L4_TC943,2
168,34,ARC,Q18,QRLAA_17L4_X47,LQATS_18L4_EH847.POSST,LQATS_18L4_TT847.POSST,QRLAA_17L4_CV947.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAA_17L4_TT947.POSST,QRLAA_17L4_TT961.POSST,5,28,0.39,4,53,QRLAA_17L4_QBS947.POSST,QRLAA_17L4_FT947.POSST,LQATS_18L4_TC847,QRLAA_17L4_TC947,5
169,34,ARC,Q17,QRLAA_17L4_X43,LBALB_17L4_EH843.POSST,LBALB_17L4_TT843.POSST,QRLAA_17L4_CV943.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAA_17L4_TT943.POSST,QRLAA_17L4_TT961.POSST,5,33,0.39,4,53,QRLAA_17L4_QBS943.POSST,QRLAA_17L4_FT943.POSST,LBALB_17L4_TC843,QRLAA_17L4_TC943,1
170,34,ARC,Q16,QRLAB_15L4_X47,LQATS_16L4_EH847.POSST,LQATS_16L4_TT847.POSST,QRLAB_15L4_CV947.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAB_15L4_TT947.POSST,QRLAA_17L4_TT961.POSST,5,42,0.39,4,53,QRLAB_15L4_QBS947.POSST,QRLAB_15L4_FT947.POSST,LQATS_16L4_TC847,QRLAB_15L4_TC947,4
171,34,ARC,Q15,QRLAB_15L4_X43,LBALB_15L4_EH843.POSST,LBALB_15L4_TT843.POSST,QRLAB_15L4_CV943.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAB_15L4_TT943.POSST,QRLAA_13L4_TT961.POSST,5,33,0.39,4,53,QRLAB_15L4_QBS943.POSST,QRLAB_15L4_FT943.POSST,LBALB_15L4_TC843,QRLAB_15L4_TC943,13
172,34,ARC,Q14,QRLAA_13L4_X47,LQATS_14L4_EH847.POSST,LQATS_14L4_TT847.POSST,QRLAA_13L4_CV947.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAA_13L4_TT947.POSST,QRLAA_13L4_TT961.POSST,5,38,0.39,4,53,QRLAA_13L4_QBS947.POSST,QRLAA_13L4_FT947.POSST,LQATS_14L4_TC847,QRLAA_13L4_TC947,1
173,34,ARC,Q13,QRLAA_13L4_X43,LBALB_13L4_EH843.POSST,LBALB_13L4_TT843.POSST,QRLAA_13L4_CV943.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAA_13L4_TT943.POSST,QRLAA_13L4_TT961.POSST,5,53,0.39,4,53,QRLAA_13L4_QBS943.POSST,QRLAA_13L4_FT943.POSST,LBALB_13L4_TC843,QRLAA_13L4_TC943,14
174,34,ARC,Q12,QRLAB_11L4_X47,LQATS_12L4_EH847.POSST,LQATS_12L4_TT847.POSST,QRLAB_11L4_CV947.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAB_11L4_TT947.POSST,QRLAA_13L4_TT961.POSST,5,32,0.39,4,53,QRLAB_11L4_QBS947.POSST,QRLAB_11L4_FT947.POSST,LQATS_12L4_TC847,QRLAB_11L4_TC947,3
175,34,ARC,Q11,QRLAB_11L4_X43,LBBLP_11L4_EH843.POSST,LBBLP_11L4_TT843.POSST,QRLAB_11L4_CV943.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLAB_11L4_TT943.POSST,QRLBA_09L4_TT961.POSST,5,29,0.39,4,45,QRLAB_11L4_QBS943.POSST,QRLAB_11L4_FT943.POSST,LBBLP_11L4_TC843,QRLAB_11L4_TC943,5
176,34,ARC,Q10,QRLBA_09L4_X47,LQNCC_10L4_EH847.POSST,LQNCC_10L4_TT847.POSST,QRLBA_09L4_CV947.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLBA_09L4_TT947.POSST,QRLBA_09L4_TT961.POSST,5,36,0.39,4,45,QRLBA_09L4_QBS947.POSST,QRLBA_09L4_FT947.POSST,LQNCC_10L4_TC847,QRLBA_09L4_TC947,4
177,34,ARC,Q9,QRLBA_09L4_X43,LBBLF_09L4_EH843.POSST,LBBLF_09L4_TT843.POSST,QRLBA_09L4_CV943.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLBA_09L4_TT943.POSST,QRLBA_09L4_TT961.POSST,5,35,0.39,4,45,QRLBA_09L4_QBS943.POSST,QRLBA_09L4_FT943.POSST,LBBLF_09L4_TC843,QRLBA_09L4_TC943,5
178,34,LSS,Q8,QRLCC_07L4_X43,LQNCC_08L4_EH847.POSST,LQNCC_08L4_TT847.POSST,QRLCC_07L4_CV943.POSST,QRLCC_07L4_CV947.POSST,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLCC_07L4_TT943.POSST,QRLBA_09L4_TT961.POSST,3,30,0.22,4,40,QRLCC_07L4_QBS947.POSST,QRLCC_07L4_FT947.POSST,LQNCC_08L4_TC847,QRLCC_07L4_TC943,x
179,34,LSS,Q7,QRLCC_07L4_X45,LQNAB_07L4_EH845.POSST,LQNAB_07L4_TT845.POSST,QRLCC_07L4_CV945.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLCC_07L4_TT945.POSST,QRLBA_09L4_TT961.POSST,7,30,0.22,4,13.5,QRLCC_07L4_QBS945.POSST,QRLCC_07L4_FT945.POSST,LQNAB_07L4_TC845,QRLCC_07L4_TC945,x
180,34,LSS,Q6,QRLEA_06L4_X47,LQYAA_06L4_EH847.POSST,LQYAA_06L4_TT847A.POSST,QRLEA_06L4_CV947.POSST,0,QRLEA_06L4_PT961.POSST,QRLEA_06L4_PT991.POSST,QRLEA_06L4_TT947.POSST,QRLEA_06L4_TT961.POSST,0,12,0.05,2,14,QRLEA_06L4_QBS947.POSST,QRLEA_06L4_FT947.POSST,LQYAA_06L4_TC847,QRLEA_06L4_TC947,25
